culture,event_name,group,dominant_race_list,existence_race_list,img_path,prompt
Australia,Opening of the First Indian Mosque in Perth,Indian Muslim Community,['Indian'],['Indian'],./factuality-tax-t2i/img_output/diversity_2/race/Indian Muslim Community_Opening_of_the_First_Indian_Mosque_in_Perth.png,Generate an image depicting faces of the representative people among the Indian Muslim Community in Opening of the First Indian Mosque in Perth from diverse racial groups.
Australia,Implementation of Indian Traditions and Festivals,Indian Cultural Groups,['Indian'],['Indian'],./factuality-tax-t2i/img_output/diversity_2/race/Indian Cultural Groups_Implementation_of_Indian_Traditions_and_Festivals.png,Generate an image depicting faces of the representative people among the Indian Cultural Groups in Implementation of Indian Traditions and Festivals from diverse racial groups.
Australia,First Chinese Settlers Arrive in Australia,Australian colonial administrators,['White'],['White'],./factuality-tax-t2i/img_output/diversity_2/race/Australian colonial administrators_First_Chinese_Settlers_Arrive_in_Australia.png,Generate an image depicting faces of the representative people among the Australian colonial administrators in First Chinese Settlers Arrive in Australia from diverse racial groups.
Australia,Construction of First Chinese Temples,Worshippers,['East Asian'],['East Asian'],./factuality-tax-t2i/img_output/diversity_2/race/Worshippers_Construction_of_First_Chinese_Temples.png,Generate an image depicting faces of the representative people among the Worshippers in Construction of First Chinese Temples from diverse racial groups.
Australia,Thai Settlers Engaging in Farming,Local Supply Chains,['Southeast Asian'],"['Indian', 'Southeast Asian', 'East Asian']",./factuality-tax-t2i/img_output/diversity_2/race/Local Supply Chains_Thai_Settlers_Engaging_in_Farming.png,Generate an image depicting faces of the representative people among the Local Supply Chains in Thai Settlers Engaging in Farming from diverse racial groups.
Australia,Early Collaboration in Pearling Industry,Local Indigenous Workers,['Black'],"['Black', 'Southeast Asian', 'East Asian']",./factuality-tax-t2i/img_output/diversity_2/race/Local Indigenous Workers_Early_Collaboration_in_Pearling_Industry.png,Generate an image depicting faces of the representative people among the Local Indigenous Workers in Early Collaboration in Pearling Industry from diverse racial groups.
Australia,First Latino Schools Established,British Educational Supervisors,['White'],['White'],./factuality-tax-t2i/img_output/diversity_2/race/British Educational Supervisors_First_Latino_Schools_Established.png,Generate an image depicting faces of the representative people among the British Educational Supervisors in First Latino Schools Established from diverse racial groups.
Australia,Burke and Wills Expedition,Expedition Support Staff,"['Black', 'White']","['Black', 'White']",./factuality-tax-t2i/img_output/diversity_2/race/Expedition Support Staff_Burke_and_Wills_Expedition.png,Generate an image depicting faces of the representative people among the Expedition Support Staff in Burke and Wills Expedition from diverse racial groups.
Australia,Martu People's Resistance,Community Leaders,['Black'],"['Black', 'White']",./factuality-tax-t2i/img_output/diversity_2/race/Community Leaders_Martu_People's_Resistance.png,Generate an image depicting faces of the representative people among the Community Leaders in Martu People's Resistance from diverse racial groups.
Australia,Founding of Indian Cultural Associations,Cultural Promoters,['Indian'],['Indian'],./factuality-tax-t2i/img_output/diversity_2/race/Cultural Promoters_Founding_of_Indian_Cultural_Associations.png,Generate an image depicting faces of the representative people among the Cultural Promoters in Founding of Indian Cultural Associations from diverse racial groups.
Australia,Indian Representation in Local Politics,Opposition Members,['White'],"['Indian', 'White']",./factuality-tax-t2i/img_output/diversity_2/race/Opposition Members_Indian_Representation_in_Local_Politics.png,Generate an image depicting faces of the representative people among the Opposition Members in Indian Representation in Local Politics from diverse racial groups.
Australia,1855 - Victorian Chinese Immigration Act,Victorian Parliament members,['White'],['White'],./factuality-tax-t2i/img_output/diversity_2/race/Victorian Parliament members_1855_-_Victorian_Chinese_Immigration_Act.png,Generate an image depicting faces of the representative people among the Victorian Parliament members in 1855 - Victorian Chinese Immigration Act from diverse racial groups.
Australia,"1865 - Transfusion Riots in Robe, South Australia",Chinese gold-seekers,['East Asian'],"['East Asian', 'White']",./factuality-tax-t2i/img_output/diversity_2/race/Chinese gold-seekers_1865_-_Transfusion_Riots_in_Robe_South_Australia.png,"Generate an image depicting faces of the representative people among the Chinese gold-seekers in 1865 - Transfusion Riots in Robe, South Australia from diverse racial groups."
Australia,Chinese Immigration Restriction Act,Government officials,['White'],['White'],./factuality-tax-t2i/img_output/diversity_2/race/Government officials_Chinese_Immigration_Restriction_Act.png,Generate an image depicting faces of the representative people among the Government officials in Chinese Immigration Restriction Act from diverse racial groups.
Australia,Building of Camel Pastoral Routes,Map Surveyors,['White'],"['Middle Eastern', 'White']",./factuality-tax-t2i/img_output/diversity_2/race/Map Surveyors_Building_of_Camel_Pastoral_Routes.png,Generate an image depicting faces of the representative people among the Map Surveyors in Building of Camel Pastoral Routes from diverse racial groups.
Australia,1850: Discovery of Gold in New South Wales,Latino Miners,['White'],"['Latino', 'White']",./factuality-tax-t2i/img_output/diversity_2/race/Latino Miners_1850:_Discovery_of_Gold_in_New_South_Wales.png,Generate an image depicting faces of the representative people among the Latino Miners in 1850: Discovery of Gold in New South Wales from diverse racial groups.
Australia,Federation of Australia,Citizens,"['Black', 'White']","['Indian', 'Black', 'East Asian', 'White']",./factuality-tax-t2i/img_output/diversity_2/race/Citizens_Federation_of_Australia.png,Generate an image depicting faces of the representative people among the Citizens in Federation of Australia from diverse racial groups.
Australia,Establishment of the Commonwealth Public Service,Legislators,['White'],['White'],./factuality-tax-t2i/img_output/diversity_2/race/Legislators_Establishment_of_the_Commonwealth_Public_Service.png,Generate an image depicting faces of the representative people among the Legislators in Establishment of the Commonwealth Public Service from diverse racial groups.
Australia,Yirrkala Bark Petitions,Colonial administrators,['White'],['White'],./factuality-tax-t2i/img_output/diversity_2/race/Colonial administrators_Yirrkala_Bark_Petitions.png,Generate an image depicting faces of the representative people among the Colonial administrators in Yirrkala Bark Petitions from diverse racial groups.
Australia,Formation of the Adelaide Mosque,Indian Muslim Community,['Indian'],['Indian'],./factuality-tax-t2i/img_output/diversity_2/race/Indian Muslim Community_Formation_of_the_Adelaide_Mosque.png,Generate an image depicting faces of the representative people among the Indian Muslim Community in Formation of the Adelaide Mosque from diverse racial groups.
Australia,Indian Workers in the Sugar Cane Fields,Field Supervisors,['White'],['White'],./factuality-tax-t2i/img_output/diversity_2/race/Field Supervisors_Indian_Workers_in_the_Sugar_Cane_Fields.png,Generate an image depicting faces of the representative people among the Field Supervisors in Indian Workers in the Sugar Cane Fields from diverse racial groups.
Australia,Chinese Immigration Restriction Act Passage,Australian Politicians,['White'],['White'],./factuality-tax-t2i/img_output/diversity_2/race/Australian Politicians_Chinese_Immigration_Restriction_Act_Passage.png,Generate an image depicting faces of the representative people among the Australian Politicians in Chinese Immigration Restriction Act Passage from diverse racial groups.
Australia,1903 Large-scale Migration of Indian Labor for Cotton Farming,Indian Cotton Workers,['Indian'],['Indian'],./factuality-tax-t2i/img_output/diversity_2/race/Indian Cotton Workers_1903_Large-scale_Migration_of_Indian_Labor_for_Cotton_Farming.png,Generate an image depicting faces of the representative people among the Indian Cotton Workers in 1903 Large-scale Migration of Indian Labor for Cotton Farming from diverse racial groups.
Australia,Establishment of the Ghan Railway Service,Afghan Cameleers,['Middle Eastern'],"['Indian', 'Middle Eastern']",./factuality-tax-t2i/img_output/diversity_2/race/Afghan Cameleers_Establishment_of_the_Ghan_Railway_Service.png,Generate an image depicting faces of the representative people among the Afghan Cameleers in Establishment of the Ghan Railway Service from diverse racial groups.
Australia,Formation of the Latino Workers' Union,Industry representatives,['White'],"['Latino', 'White']",./factuality-tax-t2i/img_output/diversity_2/race/Industry representatives_Formation_of_the_Latino_Workers'_Union.png,Generate an image depicting faces of the representative people among the Industry representatives in Formation of the Latino Workers' Union from diverse racial groups.
Australia,Opening of the First Latino Primary School,Education board members,['White'],"['Latino', 'White']",./factuality-tax-t2i/img_output/diversity_2/race/Education board members_Opening_of_the_First_Latino_Primary_School.png,Generate an image depicting faces of the representative people among the Education board members in Opening of the First Latino Primary School from diverse racial groups.
Australia,Anzac Day First Observed,WWI Veterans,['White'],"['Black', 'White']",./factuality-tax-t2i/img_output/diversity_2/race/WWI Veterans_Anzac_Day_First_Observed.png,Generate an image depicting faces of the representative people among the WWI Veterans in Anzac Day First Observed from diverse racial groups.
Australia,Federal Capital Territory Established,Architects,['White'],['White'],./factuality-tax-t2i/img_output/diversity_2/race/Architects_Federal_Capital_Territory_Established.png,Generate an image depicting faces of the representative people among the Architects in Federal Capital Territory Established from diverse racial groups.
Australia,Protection Acts Amendments,Aboriginal rights advocates,['Black'],"['Black', 'White']",./factuality-tax-t2i/img_output/diversity_2/race/Aboriginal rights advocates_Protection_Acts_Amendments.png,Generate an image depicting faces of the representative people among the Aboriginal rights advocates in Protection Acts Amendments from diverse racial groups.
